Id,WnvPresent
1,0.000969681083021472
2,0.000427622887127962
3,0.00119967503642403
4,0.00000000349155564009886
5,0.00000000349155564009886
6,0.00000000349155564009886
7,0.00000000349155564009886
8,0.00000000349155564009886
9,0.00093819509320084
10,0.000413730486628585
11,0.0011607297141299
12,0.00000000337807676099955
13,0.00000000337807676099955
14,0.00000000337807676099955
15,0.00000000337807676099955
16,0.00000000337807676099955
17,0.00114626107206537
18,0.000505543434334989
19,0.00141807772691302
20,0.00000000412810139770323
21,0.00000000412810139770323
22,0.00000000412810139770323
23,0.00000000412810139770323
24,0.00000000412810139770323
25,0.000395878095215822
26,0.000174523563914825
27,0.000489841231621313
28,0.00000000142463020177292
29,0.00000000142463020177292
30,0.00000000142463020177292
31,0.00000000142463020177292
32,0.00000000142463020177292
33,0.000363109667559754
34,0.000160074610060212
35,0.000449298591838571
36,0.00000000130666497618103
37,0.00000000130666497618103
38,0.00000000130666497618103
39,0.00000000130666497618103
40,0.00000000130666497618103
41,0.000383581343623878
42,0.000169101355905187
43,0.000474627186195553
44,0.00000000138036140749037
45,0.00000000138036140749037
46,0.00000000138036140749037
47,0.00000000138036140749037
48,0.00000000138036140749037
49,0.000361259676082203
50,0.000159258888165964
51,0.00044700967656312
52,0.00000000130000530039064
53,0.00000000130000530039064
54,0.00000000130000530039064
55,0.00000000130000530039064
56,0.00000000130000530039064
57,0.00046226045257561
58,0.00020379591188731
59,0.00057197067248486
60,0.00000000166362813694047
61,0.00000000166362813694047
62,0.00000000166362813694047
63,0.00000000166362813694047
64,0.00000000166362813694047
65,0.000319740166762117
66,0.000140952019402413
67,0.000395638835697882
68,0.00000000115054813874255
69,0.00000000115054813874255
70,0.00000000115054813874255
71,0.00000000115054813874255
72,0.00000000115054813874255
73,0.000625360417308281
74,0.000275726648428408
75,0.000773749873612645
76,0.00000000225097554762776
77,0.00000000225097554762776
78,0.00000000225097554762776
79,0.00000000225097554762776
80,0.00000000225097554762776
81,0.000379248137290544
82,0.000167190662064468
83,0.000469265944421574
84,0.0000000013647619520516
85,0.0000000013647619520516
86,0.0000000013647619520516
87,0.0000000013647619520516
88,0.0000000013647619520516
89,0.000573313753929073
90,0.000252771478437581
91,0.000709362016400671
92,0.00000000206352688816978
93,0.00000000206352688816978
94,0.00000000206352688816978
95,0.00000000206352688816978
96,0.00000000206352688816978
97,0.000579847582819404
98,0.000255653148929807
99,0.000717445220214079
100,0.00000000208705772785826
101,0.00000000208705772785826
102,0.00000000208705772785826
103,0.00000000208705772785826
104,0.00000000208705772785826
105,0.000274379133638918
106,0.000120952309874363
107,0.000339513835056651
108,0.000000000987276891029407
109,0.000000000987276891029407
110,0.000000000987276891029407
111,0.000000000987276891029407
112,0.000000000987276891029407
113,0.00109718366264353
114,0.000483885196235246
115,0.00135737824526084
116,0.00000000395116173158191
117,0.00000000395116173158191
118,0.00000000395116173158191
119,0.00000000395116173158191
120,0.00000000395116173158191
121,0.000522384596016285
122,0.000230310477953386
123,0.000646355104646687
124,0.00000000188012187853374
125,0.00000000188012187853374
126,0.00000000188012187853374
127,0.00000000188012187853374
128,0.00000000188012187853374
129,0.000630827349620056
130,0.000278137915361808
131,0.000780513020899304
132,0.00000000227066611070712
133,0.00000000227066611070712
134,0.00000000227066611070712
135,0.00000000227066611070712
136,0.00000000227066611070712
137,0.000530475034510449
138,0.000233878473097457
139,0.000656364277194772
140,0.00000000190925574628328
141,0.00000000190925574628328
142,0.00000000190925574628328
143,0.00000000190925574628328
144,0.00000000190925574628328
145,0.00112262766115312
146,0.000495113679897852
147,0.00138884784001551
148,0.00000000404289326623414
149,0.00000000404289326623414
150,0.00000000404289326623414
151,0.00000000404289326623414
152,0.00000000404289326623414
153,0.00104888953931964
154,0.000462573789561684
155,0.00129764615970142
156,0.00000000377706303255545
157,0.00000000377706303255545
158,0.00000000377706303255545
159,0.00000000377706303255545
160,0.00000000377706303255545
161,0.00123496712310921
162,0.000544693115183363
163,0.00152778676123069
164,0.00000000444795903694118
165,0.00000000444795903694118
166,0.00000000444795903694118
167,0.00000000444795903694118
168,0.00000000444795903694118
169,0.000518176411076595
170,0.000228454623027837
171,0.000641148888419232
172,0.00000000186496828766338
173,0.00000000186496828766338
174,0.00000000186496828766338
175,0.00000000186496828766338
176,0.00000000186496828766338
177,0.000800038334547924
178,0.000352778080121785
179,0.000989835413568107
180,0.0000000028802295456623
181,0.0000000028802295456623
182,0.0000000028802295456623
183,0.0000000028802295456623
184,0.0000000028802295456623
185,0.00051422753921454
186,0.000226713135911736
187,0.000636263475615024
188,0.00000000185074859411608
189,0.00000000185074859411608
190,0.00000000185074859411608
191,0.00000000185074859411608
192,0.00000000185074859411608
193,0.000556374470329267
194,0.000245300699275281
195,0.000688405782740073
196,0.00000000200252342265796
197,0.00000000200252342265796
198,0.00000000200252342265796
199,0.00000000200252342265796
200,0.00000000200252342265796
201,0.000464680664674515
202,0.000204863183677676
203,0.000574964953301238
204,0.00000000167234228227736
205,0.00000000167234228227736
206,0.00000000167234228227736
207,0.00000000167234228227736
208,0.00000000167234228227736
209,0.000539610350546845
210,0.000237907312495361
211,0.000667666084948629
212,0.00000000194215281069948
213,0.00000000194215281069948
214,0.00000000194215281069948
215,0.00000000194215281069948
216,0.00000000194215281069948
217,0.000394311417289401
218,0.000173832738819738
219,0.000487902878371432
220,0.00000000141899003845119
221,0.00000000141899003845119
222,0.00000000141899003845119
223,0.00000000141899003845119
224,0.00000000141899003845119
225,0.000329693620858318
226,0.000145340639681675
227,0.000407954037571392
228,0.00000000118637630840828
229,0.00000000118637630840828
230,0.00000000118637630840828
231,0.00000000118637630840828
232,0.00000000118637630840828
233,0.000739844777914671
234,0.000326224656191685
235,0.000915374921712138
236,0.0000000026633654091461
237,0.0000000026633654091461
238,0.0000000026633654091461
239,0.0000000026633654091461
240,0.0000000026633654091461
241,0.000811937309176425
242,0.000358027334024438
243,0.00100455440323547
244,0.00000000292310202545968
245,0.00000000292310202545968
246,0.00000000292310202545968
247,0.00000000292310202545968
248,0.00000000292310202545968
249,0.000876704843801681
250,0.000386600873216019
251,0.00108467015692822
252,0.00000000315647994043238
253,0.00000000315647994043238
254,0.00000000315647994043238
255,0.00000000315647994043238
256,0.00000000315647994043238
257,0.000328637122550781
258,0.000144874812148183
259,0.000406646856936043
260,0.00000000118257333336778
261,0.00000000118257333336778
262,0.00000000118257333336778
263,0.00000000118257333336778
264,0.00000000118257333336778
265,0.000541511775364849
266,0.000238745880365972
267,0.000670018437220984
268,0.00000000194900008179609
269,0.00000000194900008179609
270,0.00000000194900008179609
271,0.00000000194900008179609
272,0.00000000194900008179609
273,0.000497167687524568
274,0.000219189680149397
275,0.000615157489767177
276,0.00000000178931819765557
277,0.00000000178931819765557
278,0.00000000178931819765557
279,0.00000000178931819765557
280,0.00000000178931819765557
281,0.000440301178411034
282,0.000194112382808063
283,0.000544802551960075
284,0.00000000158456414108552
285,0.00000000158456414108552
286,0.00000000158456414108552
287,0.00000000158456414108552
288,0.00000000158456414108552
289,0.00047178850734959
290,0.000207997636403446
291,0.00058375873993986
292,0.00000000169793481797414
293,0.00000000169793481797414
294,0.00000000169793481797414
295,0.00000000169793481797414
296,0.00000000169793481797414
297,0.000790105337096202
298,0.000348396174085785
299,0.000977548267047968
300,0.00000000284444134194226
301,0.00000000284444134194226
302,0.00000000284444134194226
303,0.00000000284444134194226
304,0.00000000284444134194226
305,0.000469643939999593
306,0.000207051911526523
307,0.000581105495299398
308,0.00000000169021303915821
309,0.00000000169021303915821
310,0.00000000169021303915821
311,0.00000000169021303915821
312,0.00000000169021303915821
313,0.000642954506220192
314,0.000283486819987731
315,0.000795515475466916
316,0.0000000023143459538769
317,0.0000000023143459538769
318,0.0000000023143459538769
319,0.0000000023143459538769
320,0.0000000023143459538769
321,0.000685503017334141
322,0.000302254194491448
323,0.00084815137680021
324,0.00000000246760644506934
325,0.00000000246760644506934
326,0.00000000246760644506934
327,0.00000000246760644506934
328,0.00000000246760644506934
329,0.000464365500186449
330,0.000204724201410925
331,0.000574575032719748
332,0.00000000167120750779242
333,0.00000000167120750779242
334,0.00000000167120750779242
335,0.00000000167120750779242
336,0.00000000167120750779242
337,0.000638353548893115
338,0.000281457474910179
339,0.000789823660625584
340,0.00000000229777400592584
341,0.00000000229777400592584
342,0.00000000229777400592584
